District_Type;Municipality_Name;Area_Code;Population_Total;Pop_Age_0_15;Pop_Age_15_25;Pop_Age_25_45;Pop_Age_45_65;Pop_Age_65_Plus;Avg_Household_Size;Avg_Property_Value_1000EUR;Pct_Unoccupied_Homes;Pct_Owner_Occupied;Pct_Rental;Higher_Education_Count;Avg_Income_Per_Income_Recipient_1000EUR;Avg_Income_Per_Inhabitant_1000EUR;Avg_Std_Household_Income_1000EUR;Pct_Lowest_40Pct_Income;Pct_Highest_20Pct_Income;Pct_Low_Income_Households;Pct_Below_120Pct_Social_Min;Urbanization_Level
Duivelseiland;Amsterdam;BU0363KD09;1405;120;145;705;290;135;1,6;599.0;9.0;33.0;67.0;920.0;97,1;78,5;88,5;42,1;25,3;8,4;13;1.0
Harmoniehofbuurt;Amsterdam;BU0363KD10;1335;85;85;210;270;675;1,5;650.0;3.0;0.0;100.0;600.0;97,1;78,5;88,5;45,4;12,4;4,8;9,4;1.0
Oude Pijp;Amsterdam;WK0363KE;15035;1070;2130;7220;3065;1550;1,5;523.0;8.0;25.0;75.0;8030.0;52;46,1;40,2;52,2;16,2;9,7;16,9;1.0
Frans Halsbuurt;Amsterdam;BU0363KE01;2640;190;355;1265;565;270;1,5;547.0;9.0;28.0;72.0;1410.0;52;49,7;40,2;51,1;18,7;10,5;16,3;1.0
Gerard Doubuurt;Amsterdam;BU0363KE02;2025;150;255;940;435;240;1,5;529.0;8.0;24.0;75.0;940.0;52;46,1;40,2;54,6;14,9;11,2;21,5;1.0
Hercules Seghersbuurt;Amsterdam;BU0363KE03;2535;155;335;1265;495;285;1,4;466.0;7.0;18.0;82.0;1250.0;52;46,1;40,2;55,7;11,8;10,3;18,7;1.0
Sarphatiparkbuurt;Amsterdam;BU0363KE04;5180;320;815;2525;1005;515;1,5;493.0;9.0;25.0;75.0;2860.0;49,6;44,4;37,7;52,9;14,7;9;16,3;1.0
Hemonybuurt;Amsterdam;BU0363KE05;2650;250;365;1230;560;240;1,6;618.0;9.0;30.0;70.0;1560.0;52;51,3;40,2;46,4;22,2;8,4;13,2;1.0
Nieuwe Pijp;Amsterdam;WK0363KF;12650;1015;1430;5890;2655;1655;1,5;498.0;8.0;26.0;73.0;6430.0;52;46,2;40,2;51,3;17,6;10,3;18,9;1.0
Cornelis Troostbuurt;Amsterdam;BU0363KF01;3595;300;405;1725;715;455;1,6;498.0;8.0;30.0;69.0;2200.0;52,6;46,5;40,2;49,6;18,6;10,3;17,5;1.0
Lizzy Ansinghbuurt;Amsterdam;BU0363KF02;2395;190;250;1035;550;375;1,6;492.0;5.0;25.0;75.0;1120.0;52;46,2;40,2;49,6;16,5;10;19,6;1.0
Van der Helstpleinbuurt;Amsterdam;BU0363KF03;3945;340;405;1995;820;380;1,5;511.0;8.0;26.0;73.0;1910.0;54,3;47,9;40,2;48,5;19,2;9,9;15,8;1.0
Willibrordusbuurt;Amsterdam;BU0363KF04;2715;185;375;1130;570;450;1,4;483.0;8.0;24.0;76.0;1140.0;52;44,6;40,2;58,6;15;11,2;24,6;1.0
Zuid Pijp;Amsterdam;WK0363KG;7920;825;875;2730;2025;1460;1,7;469.0;4.0;15.0;85.0;3060.0;37,6;32,4;32,9;60,3;10,7;14;29,7;1.0
BurgemeesterTellegenbuurt-West;Amsterdam;BU0363KG01;2170;235;215;720;555;440;1,6;466.0;4.0;14.0;86.0;800.0;37,6;32,4;32,9;61,7;9,9;12,4;30,2;1.0
Burgemeester Tellegenbuurt-Oost;Amsterdam;BU0363KG02;2735;250;305;1005;705;475;1,6;455.0;4.0;16.0;84.0;1240.0;37,6;34;32,9;58,1;10,9;13,7;27,7;1.0
Diamantbuurt;Amsterdam;BU0363KG03;3015;345;355;1000;765;550;1,7;486.0;4.0;16.0;84.0;1050.0;36,9;31,1;32,9;61,3;11,2;15,4;31,2;1.0
Stadionbuurt;Amsterdam;WK0363KH;11855;1490;1210;4400;2870;1885;1,7;547.0;5.0;17.0;83.0;4920.0;53,4;44,8;41,5;48,5;19,6;9;19,8;1.0
Bertelmanpleinbuurt;Amsterdam;BU0363KH01;1040;100;105;330;275;225;1,6;483.0;4.0;6.0;94.0;420.0;53,4;44,8;41,5;60,8;7,2;11,3;26,8;1.0
Olympisch Stadion e.o.;Amsterdam;BU0363KH02;2355;420;190;835;545;360;2;740.0;6.0;9.0;91.0;960.0;53,4;44,8;41,5;35;32,5;7,3;14,3;1.0
Marathonbuurt-West;Amsterdam;BU0363KH03;2365;235;245;785;660;435;1,6;412.0;5.0;15.0;85.0;720.0;53,4;44,8;41,5;63,2;8,7;14,2;32,6;1.0
Marathonbuurt-Oost;Amsterdam;BU0363KH04;1470;155;175;445;405;290;1,7;522.0;3.0;12.0;88.0;500.0;53,4;44,8;41,5;56,1;12,2;10,8;24,6;1.0
Van Tuyllbuurt;Amsterdam;BU0363KH05;4205;505;425;1915;840;515;1,7;563.0;6.0;27.0;72.0;2360.0;60,2;50,8;41,5;41,2;24,7;5,6;11,6;1.0
IJsbaanpad e.o.;Amsterdam;BU0363KH06;420;70;60;90;145;60;2,1;;;;;;53,4;44,8;41,5;23,8;46,3;3,3;4,6;2.0
Apollobuurt;Amsterdam;WK0363KJ;8770;1580;1030;2200;2400;1560;2,1;1224.0;8.0;55.0;45.0;4310.0;99,3;74,4;91,8;26,7;46,6;7,4;8,8;1.0
Hiltonbuurt;Amsterdam;BU0363KJ01;65;15;15;5;25;10;2,6;;30.0;58.0;42.0;;99,3;74,4;91,8;26,7;46,6;7,4;8,8;1.0
Minervabuurt-Noord;Amsterdam;BU0363KJ02;1470;290;180;320;445;235;2,3;1285.0;8.0;61.0;38.0;820.0;99,3;74,4;91,8;22,1;53,5;6,5;7,2;1.0
Minervabuurt-Midden;Amsterdam;BU0363KJ03;2535;485;280;655;660;450;2,2;1126.0;8.0;57.0;43.0;1330.0;99,3;74,4;91,8;24;49,5;6,6;7;1.0
Minervabuurt-Zuid;Amsterdam;BU0363KJ04;2610;425;260;775;665;480;2;932.0;7.0;48.0;52.0;950.0;99,3;62,7;91,8;28,8;40,2;6,6;8,1;1.0
Beethovenbuurt;Amsterdam;BU0363KJ05;1295;205;180;305;365;240;2;1436.0;9.0;50.0;49.0;660.0;99,3;74,4;91,8;34,9;42,6;10,5;14,1;1.0
Diepenbrockbuurt;Amsterdam;BU0363KJ06;790;160;115;135;235;145;2,4;2206.0;9.0;68.0;32.0;380.0;99,3;74,4;91,8;21,1;55,8;9,6;9,9;1.0
Scheldebuurt;Amsterdam;WK0363KK;15225;1905;1660;6415;2945;2300;1,8;643.0;7.0;30.0;70.0;8380.0;60,7;51,2;48,1;39,3;28,2;5,4;11,1;1.0
Wielingenbuurt;Amsterdam;BU0363KK01;2950;365;305;1205;630;445;1,8;728.0;4.0;32.0;68.0;1750.0;60,7;54,7;48,1;34,6;32;5;9,4;1.0
Scheldebuurt-West;Amsterdam;BU0363KK02;4330;540;540;1740;865;640;1,8;642.0;7.0;30.0;70.0;2250.0;57,7;48,8;48,1;40,9;27,3;5,3;11,4;1.0
Scheldebuurt-Midden;Amsterdam;BU0363KK03;3150;425;320;1385;580;445;1,8;678.0;6.0;38.0;62.0;1760.0;64,3;54,2;48,1;38,5;31,3;4,3;9,5;1.0
Scheldebuurt-Oost;Amsterdam;BU0363KK04;2430;295;280;1110;445;290;1,8;613.0;5.0;35.0;65.0;1470.0;60,7;51,2;48,1;38,6;25,6;4,9;9,4;1.0
Veluwebuurt;Amsterdam;BU0363KK05;1405;170;85;435;325;390;1,6;492.0;17.0;9.0;91.0;620.0;60,7;51,2;48,1;55,5;15,5;10,2;22,1;1.0
Kop Zuidas;Amsterdam;BU0363KK06;970;105;130;545;100;90;1,6;615.0;7.0;25.0;75.0;;60,7;51,2;48,1;16,5;42,3;2,8;3,3;1.0
IJselbuurt;Amsterdam;WK0363KL;5200;475;630;2255;1100;735;1,6;489.0;6.0;17.0;83.0;2380.0;44,9;39,4;35,8;54,3;14,6;9,4;20;1.0
IJselbuurt-West;Amsterdam;BU0363KL01;2355;175;270;1010;540;360;1,5;470.0;6.0;17.0;83.0;1020.0;44,9;39,4;35,8;56,8;13,1;10,9;23,2;1.0
IJselbuurt-Oost;Amsterdam;BU0363KL02;2850;300;365;1245;560;375;1,6;508.0;6.0;17.0;83.0;1360.0;44,9;39,3;35,8;52;16;8;17,1;1.0
Rijnbuurt;Amsterdam;WK0363KM;8950;835;1045;3820;1915;1340;1,6;487.0;6.0;21.0;79.0;4810.0;47,9;42,3;38,6;53,4;15,9;9,8;20,3;1.0
Kromme Mijdrechtbuurt;Amsterdam;BU0363KM01;2340;165;295;1010;520;345;1,5;472.0;8.0;18.0;82.0;1210.0;47,9;42,3;38,6;57,6;12,8;11,4;21,6;1.0
Rijnbuurt-West;Amsterdam;BU0363KM02;1645;200;135;485;460;375;1,5;439.0;3.0;11.0;89.0;540.0;47,9;42,3;38,6;69,4;6,6;16,2;35,7;1.0
Rijnbuurt-Midden;Amsterdam;BU0363KM03;2220;235;240;1065;395;290;1,7;515.0;7.0;22.0;78.0;1350.0;47,9;42,3;38,6;45,5;20,2;7,3;14,3;1.0
Rijnbuurt-Oost;Amsterdam;BU0363KM04;2695;230;375;1250;525;320;1,6;497.0;5.0;31.0;69.0;1620.0;47,9;47,3;38,6;45,3;21,2;6;13,5;1.0
Zorgvlied;Amsterdam;BU0363KM05;50;5;5;15;15;10;2;;;;;;47,9;42,3;38,6;53,4;15,9;9,8;20,3;1.0
Prinses Irenebuurt e.o.;Amsterdam;WK0363KN;1365;220;155;320;355;315;2;1064.0;10.0;75.0;24.0;700.0;;;;20,4;43,5;3,2;4,5;1.0
Prinses Irenebuurt;Amsterdam;BU0363KN01;1365;225;155;320;350;315;2;1064.0;10.0;75.0;24.0;700.0;;;;20,4;43,5;3,2;4,5;1.0
Beatrixpark;Amsterdam;BU0363KN02;0;0;0;0;0;0;;;;;;;;;;20,4;43,5;3,2;4,5;1.0
Zuidas;Amsterdam;WK0363KP;5255;560;815;2855;800;220;1,5;611.0;10.0;17.0;82.0;3160.0;72,9;60,3;57,9;50,3;23,8;10,7;11,3;1.0
Zuidas-Noord;Amsterdam;BU0363KP01;565;65;25;375;75;20;1,5;839.0;4.0;29.0;71.0;;72,9;60,3;57,9;36;34,9;1,3;2,1;1.0
RAI;Amsterdam;BU0363KP02;10;0;5;0;0;0;1;;;;;;72,9;60,3;57,9;50,3;23,8;10,7;11,3;1.0
VU-kwartier;Amsterdam;BU0363KP03;175;20;15;105;30;5;1,3;622.0;3.0;46.0;54.0;;72,9;60,3;57,9;49;15,4;10,7;11,3;1.0
Zuidas-Zuid;Amsterdam;BU0363KP04;2650;345;175;1535;470;125;1,7;788.0;14.0;24.0;76.0;1640.0;72,9;76,3;57,9;27,3;36;4,5;4,9;1.0
Vivaldi;Amsterdam;BU0363KP05;1855;135;590;845;225;65;1,2;315.0;7.0;6.0;94.0;;72,9;60,3;57,9;80,4;7,9;23,3;24,2;1.0
Buitenveldert-West;Amsterdam;WK0363KQ;14410;1860;1650;4855;2965;3080;1,7;537.0;6.0;39.0;61.0;5740.0;56;46,1;47,4;44,5;21;6,3;14,2;1.0
Amsterdamse Bos;Amsterdam;BU0363KQ01;65;10;5;20;15;20;1,8;;55.0;45.0;55.0;;56;46,1;47,4;44,5;21;6,3;14,2;4.0
Zuiderhof;Amsterdam;BU0363KQ02;40;0;15;20;0;0;1,1;;;;;;56;46,1;47,4;44,5;21;6,3;14,2;2.0
Buitenveldert-West-Midden;Amsterdam;BU0363KQ03;1010;140;115;185;265;310;1,9;943.0;6.0;53.0;47.0;350.0;56;46,1;47,4;38,6;32,1;5,8;11,3;1.0
Gelderlandpleinbuurt;Amsterdam;BU0363KQ04;4810;520;580;1760;880;1070;1,6;477.0;5.0;35.0;65.0;2180.0;54,1;45,9;45,6;45;18,9;6,1;13,9;1.0
Buitenveldert-Zuidwest;Amsterdam;BU0363KQ05;4505;615;385;1325;985;1200;1,7;553.0;6.0;35.0;65.0;1840.0;56,3;46;47,4;49,9;22,4;7,1;18,3;1.0
Buitenveldert-Zuid-Midden;Amsterdam;BU0363KQ06;3970;580;550;1545;815;480;1,8;494.0;8.0;45.0;55.0;1340.0;53,1;42,7;47,4;39,8;19,4;5,8;10,7;1.0
Buitenveldert-Oost;Amsterdam;WK0363KR;8240;1105;815;2875;1585;1865;1,7;493.0;5.0;32.0;67.0;3290.0;52;42,5;41,2;47,5;18,4;7,7;15;1.0
De Klenckebuurt;Amsterdam;BU0363KR01;840;105;35;285;135;290;1,7;572.0;6.0;35.0;65.0;;52;42,5;41,2;30;24,4;3,9;6,5;1.0
Buitenveldert-Oost-Midden;Amsterdam;BU0363KR02;3400;480;280;1180;655;805;1,7;444.0;4.0;24.0;75.0;1300.0;44,9;37;41,2;50,9;14,9;8,9;20,2;1.0
Buitenveldert-Zuidoost;Amsterdam;BU0363KR03;3980;520;495;1405;800;765;1,7;518.0;6.0;39.0;61.0;1560.0;56,2;45,8;41,2;47,6;20,5;7,3;11,6;1.0
Amstelpark;Amsterdam;BU0363KR04;15;5;0;5;5;5;2,2;;;;;;52;42,5;41,2;47,5;18,4;7,7;15;2.0
Oostelijk Havengebied;Amsterdam;WK0363MA;20555;2415;2030;7050;6355;2710;1,9;620.0;4.0;39.0;61.0;10350.0;56,8;48,3;47,3;33,2;29,3;6,6;11;1.0
Java-eiland;Amsterdam;BU0363MA01;3130;310;305;880;1085;550;1,8;671.0;3.0;32.0;68.0;1400.0;56,7;49,3;47,3;38,1;27,6;10,4;12,7;1.0
KNSM-eiland;Amsterdam;BU0363MA02;2340;215;165;600;830;530;1,7;572.0;3.0;48.0;52.0;1220.0;56,8;48,3;47,3;34,5;23,1;6,8;12,4;1.0
Oostelijke Handelskade;Amsterdam;BU0363MA03;1480;165;115;685;375;140;1,9;682.0;6.0;26.0;74.0;810.0;56,8;48,3;47,3;26,2;34,3;6;9,2;1.0
Rietlanden;Amsterdam;BU0363MA04;2450;275;245;905;710;315;1,9;626.0;2.0;40.0;60.0;1250.0;56,8;48,3;47,3;33;31,1;5,7;11,6;1.0
Sporenburg;Amsterdam;BU0363MA05;2660;395;360;630;1040;240;2,3;701.0;4.0;49.0;51.0;1400.0;56,8;47,4;47,3;23,7;43;4,4;6,4;1.0
Borneo;Amsterdam;BU0363MA06;2715;450;320;760;930;250;2,2;765.0;1.0;37.0;63.0;1440.0;56,8;45,4;47,3;28,2;36,2;6,1;10,8;1.0
Entrepot-Noordwest;Amsterdam;BU0363MA07;1380;145;130;450;415;240;1,8;513.0;3.0;34.0;66.0;570.0;56,8;48,3;47,3;47,5;17,1;9,7;19,9;1.0
Bedrijvengebied Veelaan;Amsterdam;BU0363MA08;35;5;0;10;15;10;1,5;;;;;;56,8;48,3;47,3;33,2;29,3;6,6;11;1.0
Architectenbuurt;Amsterdam;BU0363MA09;1715;150;155;530;555;320;1,7;479.0;2.0;55.0;45.0;820.0;56,8;48,3;47,3;38,7;18;7,6;15,1;1.0
Cruquiusbuurt;Amsterdam;BU0363MA10;2395;265;185;1505;360;85;1,8;551.0;7.0;29.0;71.0;1640.0;56,8;48,3;47,3;26,3;33,9;1,8;3,2;1.0
Bedrijvengebied Zeeburgerkade;Amsterdam;BU0363MA11;240;30;40;100;40;25;1,7;486.0;30.0;12.0;88.0;;56,8;48,3;47,3;55,6;11,8;6;7,5;1.0
Weesperzijde;Amsterdam;WK0363MB;5925;590;1005;2600;1130;590;1,6;585.0;6.0;37.0;62.0;3430.0;60;51,7;46,3;42,3;24,6;6,9;12,5;1.0
Weesperzijde-Noord;Amsterdam;BU0363MB01;1935;190;250;930;410;160;1,6;597.0;7.0;45.0;55.0;1230.0;60;51,7;46,3;39,8;27,7;6,4;10,2;1.0
Weesperzijde-Midden/Zuid;Amsterdam;BU0363MB02;3300;355;340;1530;655;425;1,7;588.0;5.0;36.0;64.0;1920.0;58,9;50,5;46,3;39,4;25,5;6,4;13,1;1.0
Parooldriehoek;Amsterdam;BU0363MB03;685;50;420;140;65;10;1,2;417.0;3.0;0.0;100.0;;60;51,7;46,3;77,1;3,3;15,8;23,3;1.0
Oosterparkbuurt;Amsterdam;WK0363MC;10715;1170;1155;4490;2450;1455;1,6;488.0;5.0;26.0;74.0;4990.0;45,1;38,8;37,3;54,7;15,5;11,6;22,9;1.0
Oosterparkbuurt-Noordwest;Amsterdam;BU0363MC01;3850;350;440;1760;810;495;1,6;468.0;3.0;23.0;76.0;1850.0;43,6;38,5;37,3;57,8;13,1;10,4;20,7;1.0
Oosterpark;Amsterdam;BU0363MC02;105;5;10;50;30;15;1,1;277.0;7.0;1.0;99.0;;45,1;38,8;37,3;80,6;2,8;11,6;22,9;1.0
Oosterparkbuurt-Zuidwest;Amsterdam;BU0363MC03;3055;375;325;1210;715;430;1,7;473.0;4.0;22.0;78.0;1120.0;42,6;35,9;37,3;57,5;14,1;14,4;29,3;1.0
Oosterparkbuurt-Zuidoost;Amsterdam;BU0363MC04;3705;440;385;1465;895;520;1,7;534.0;8.0;33.0;67.0;2010.0;49,3;41,8;37,3;47,4;20,1;10,1;19,2;1.0
Transvaalbuurt;Amsterdam;WK0363MD;8770;1030;1085;3500;2000;1155;1,8;481.0;7.0;25.0;75.0;3640.0;40;33,8;34,6;54,3;14,6;12,1;25;1.0
Transvaalbuurt-West;Amsterdam;BU0363MD01;4020;425;465;1570;965;595;1,7;446.0;3.0;27.0;73.0;1650.0;38,8;33,2;34,6;56;13,4;12,1;26,3;1.0
Transvaalbuurt-Oost;Amsterdam;BU0363MD02;4750;600;620;1930;1035;560;1,8;510.0;10.0;23.0;77.0;1990.0;41;34,3;35,7;52,8;15,6;12,2;24;1.0
Dapperbuurt;Amsterdam;WK0363ME;10130;1120;1160;3910;2340;1600;1,7;487.0;4.0;26.0;74.0;4390.0;43,3;37,2;36,1;55;15,6;11,5;23,9;1.0
Dapperbuurt-Noord;Amsterdam;BU0363ME01;4280;440;470;1725;930;715;1,7;451.0;3.0;25.0;74.0;1950.0;40,1;34,5;36,1;56,2;13,6;11,3;24,5;1.0
Dapperbuurt-Zuid;Amsterdam;BU0363ME02;3715;335;455;1485;920;515;1,6;466.0;3.0;22.0;78.0;1580.0;40,7;35,8;36,1;58,7;13;13;24,9;1.0
Oostpoort;Amsterdam;BU0363ME03;2140;355;225;700;495;365;1,9;610.0;6.0;35.0;65.0;820.0;43,3;37,2;36,1;43,3;26,5;8,7;20,2;1.0
Indische Buurt-West;Amsterdam;WK0363MF;12145;1335;1570;5150;2725;1360;1,7;443.0;5.0;28.0;71.0;5060.0;40,4;34,4;34,5;52,9;13,6;12,6;24,2;1.0
Timorpleinbuurt-Noord;Amsterdam;BU0363MF01;3845;420;435;1790;875;320;1,6;464.0;7.0;34.0;66.0;1980.0;45,5;38,8;34,5;50,8;15,4;11,4;20,2;1.0
Timorpleinbuurt-Zuid;Amsterdam;BU0363MF02;4450;430;660;1990;940;425;1,7;445.0;4.0;29.0;71.0;1970.0;40,9;35,3;34,6;52,7;13,5;12,3;22,7;1.0
Ambonpleinbuurt;Amsterdam;BU0363MF03;3855;490;475;1375;910;610;1,9;416.0;4.0;21.0;79.0;1130.0;34,5;28,8;34,5;55,7;11,6;14,4;30,5;1.0
Indische Buurt-Oost;Amsterdam;WK0363MG;9900;1235;1215;3440;2405;1605;1,8;450.0;3.0;23.0;77.0;3450.0;36,4;30,5;32,7;55,9;12,6;13,3;28,1;1.0
Makassarpleinbuurt;Amsterdam;BU0363MG01;5690;665;680;1930;1370;1045;1,8;431.0;3.0;19.0;81.0;1790.0;34,3;29,2;31;60,8;10,5;14,3;31,4;1.0
Zeeburgerdijk-Oost;Amsterdam;BU0363MG02;435;45;40;130;140;80;2;651.0;3.0;57.0;43.0;;36,4;30,5;32,7;29,2;30,1;6,3;9,3;1.0
Sumatraplantsoenbuurt;Amsterdam;BU0363MG03;3760;520;495;1370;895;475;1,9;460.0;3.0;24.0;76.0;1390.0;37,2;30,4;32,7;50,7;14,1;12,5;25;1.0
Flevopark;Amsterdam;BU0363MG04;15;0;0;5;5;5;1,7;;;;;;36,4;30,5;32,7;55,9;12,6;13,3;28,1;1.0
Zeeburgereiland/Bovendiep;Amsterdam;WK0363MH;5750;810;1255;2640;790;255;1,6;388.0;4.0;20.0;80.0;2450.0;46,7;38,3;34,6;54,6;16,5;10,3;16,3;3.0
Sluisbuurt;Amsterdam;BU0363MH01;20;5;0;5;5;5;2,1;;;;;;46,7;38,3;34,6;54,6;16,5;10,3;16,3;3.0
Sportheldenbuurt;Amsterdam;BU0363MH02;4595;780;585;2295;710;225;1,8;478.0;4.0;26.0;74.0;2120.0;53,2;42,3;34,6;42;21,1;7,1;12,9;3.0
Oostpunt Zeeburgereiland;Amsterdam;BU0363MH03;5;0;5;0;0;0;2;;;;;;46,7;38,3;34,6;54,6;16,5;10,3;16,3;3.0
Baaibuurt-West;Amsterdam;BU0363MH04;320;10;140;115;35;15;1,3;;10.0;1.0;99.0;;46,7;38,3;34,6;92,2;1,6;10,3;16,3;2.0
Baaibuurt-Oost;Amsterdam;BU0363MH05;750;0;525;215;10;5;1,1;69.0;2.0;0.0;100.0;;46,7;38,3;34,6;98,4;0,4;33,5;39,4;2.0
Bovendiep/Diemerpark;Amsterdam;BU0363MH06;65;10;10;10;25;15;2,1;;;;;;46,7;38,3;34,6;54,6;16,5;10,3;16,3;3.0
IJburg-West;Amsterdam;WK0363MJ;16340;3010;2605;5035;4680;1015;2,3;604.0;3.0;43.0;57.0;6780.0;54,5;42,4;46,5;30;33,4;5,6;11;2.0
Steigereiland-Zuid;Amsterdam;BU0363MJ01;2600;490;495;555;905;155;2,6;676.0;8.0;56.0;44.0;940.0;54,5;41,3;46,5;29,1;39,9;5,9;11,4;3.0
Steigereiland-Noord;Amsterdam;BU0363MJ02;2320;395;255;1080;510;85;2;481.0;3.0;30.0;70.0;1160.0;54,5;42,4;46,5;31,8;25,5;4,3;8,1;3.0
Rieteilanden-West;Amsterdam;BU0363MJ03;2665;460;500;505;1000;200;2,6;917.0;3.0;66.0;34.0;1330.0;54,5;51,9;46,5;15,1;54,2;4,3;5,5;2.0
Joris Ivenspleinbuurt;Amsterdam;BU0363MJ04;2935;485;455;1085;670;245;2;486.0;3.0;27.0;73.0;1060.0;54,5;40,4;46,5;38,1;23,9;5,7;13;2.0
Ed Pelsterparkbuurt;Amsterdam;BU0363MJ05;5820;1185;895;1810;1595;335;2,4;578.0;2.0;45.0;55.0;2220.0;49,8;38;46,5;30,8;31,6;6,6;13,2;2.0
IJburg-Oost;Amsterdam;WK0363MK;1130;250;115;505;210;40;2,2;639.0;5.0;68.0;32.0;;;;;31,6;32,8;4,9;14,2;3.0
Buiteneiland;Amsterdam;BU0363MK01;0;0;0;0;0;0;;;;;;;;;;31,6;32,8;4,9;14,2;
Pampusbuurt-West;Amsterdam;BU0363MK02;0;0;0;0;0;0;;;;;;;;;;31,6;32,8;4,9;14,2;
Pampusbuurt-Oost;Amsterdam;BU0363MK03;0;0;0;0;0;0;;;;;;;;;;31,6;32,8;4,9;14,2;
Centrumeiland;Amsterdam;BU0363MK04;1130;250;115;505;210;40;2,2;639.0;5.0;68.0;32.0;;;;;31,6;32,8;4,9;14,2;3.0
Muidenbuurt-West;Amsterdam;BU0363MK05;0;0;0;0;0;0;;;;;;;;;;31,6;32,8;4,9;14,2;
IJburg-Zuid;Amsterdam;WK0363ML;8490;1960;1260;2540;2335;395;2,4;624.0;3.0;43.0;57.0;3190.0;54,5;39,2;46,6;30,3;35,7;7;13,5;2.0
Havenkwartier IJburg;Amsterdam;BU0363ML01;2145;355;270;915;440;160;2;450.0;4.0;24.0;76.0;760.0;54,5;39,2;46,6;39,6;16,7;7,2;17,2;2.0
Theo van Goghparkbuurt;Amsterdam;BU0363ML02;6035;1520;930;1600;1750;235;2,6;667.0;3.0;50.0;50.0;2270.0;56,6;39,8;46,6;27,7;41;7,1;12,6;2.0
Rieteiland-Oost;Amsterdam;BU0363ML03;315;85;60;25;140;5;3,5;1682.0;3.0;97.0;3.0;;54,5;39,2;46,6;30,3;35,7;7;13,5;2.0
Frankendael;Amsterdam;WK0363MM;13350;1670;1805;5230;2885;1765;1,6;476.0;4.0;17.0;83.0;5330.0;45,9;38,9;36,3;56,6;16,5;8,7;18,5;1.0
Van der Kunbuurt;Amsterdam;BU0363MM01;515;80;75;185;110;65;1,9;380.0;10.0;0.0;100.0;;45,9;38,9;36,3;58,1;6,2;12,2;27,2;1.0
De Eenhoorn;Amsterdam;BU0363MM02;3865;305;855;2015;560;130;1,3;354.0;4.0;1.0;99.0;1260.0;45,9;38,9;36,3;71,9;9,4;8,5;15,8;1.0
Don Bosco;Amsterdam;BU0363MM03;2160;330;275;730;510;315;2;628.0;7.0;44.0;56.0;1000.0;45,9;38,9;36,3;39;28,9;5,4;11,3;1.0
Julianapark;Amsterdam;BU0363MM04;1385;140;80;840;185;135;1,6;538.0;2.0;9.0;91.0;970.0;45,9;38,9;36,3;24,2;23,8;3;7;1.0
Frankendael;Amsterdam;BU0363MM05;10;5;0;5;5;0;3,3;;;;;;45,9;38,9;36,3;56,6;16,5;8,7;18,5;1.0
Tuindorp Amstelstation;Amsterdam;BU0363MM06;835;135;85;165;250;200;1,7;351.0;4.0;0.0;100.0;170.0;45,9;38,9;36,3;76,7;4,6;14,6;39,7;1.0
De Wetbuurt;Amsterdam;BU0363MM07;1815;285;240;415;545;330;2;553.0;4.0;39.0;61.0;690.0;45,9;38,9;36,3;46,6;23,1;7,2;18,4;1.0
Tuindorp Frankendael;Amsterdam;BU0363MM08;2765;395;190;880;720;580;1,7;485.0;4.0;15.0;85.0;1050.0;45,9;38,6;36,3;62,3;15,6;11,7;22,1;1.0
Middenmeer;Amsterdam;WK0363MN;15515;2205;2995;4845;3480;1995;1,8;569.0;6.0;38.0;62.0;7870.0;52,4;43,1;41,1;44,8;26,4;5,5;10,5;1.0
Linnaeusparkbuurt;Amsterdam;BU0363MN01;2645;445;300;855;665;385;2;772.0;7.0;44.0;56.0;1400.0;52,4;51;41,1;34,2;33,6;5;9,4;1.0
Middenmeer-Noord;Amsterdam;BU0363MN02;2830;480;360;810;760;420;2,2;774.0;4.0;46.0;54.0;1440.0;52,4;46,6;41,1;33,7;35,6;3,6;9,1;1.0
Middenmeer-Zuid;Amsterdam;BU0363MN03;5100;915;685;1675;1200;620;2;615.0;4.0;48.0;52.0;2640.0;53;42,1;41,1;36,1;29,8;5;9,3;1.0
Science Park-Noord;Amsterdam;BU0363MN04;2680;130;1295;915;270;70;1,3;330.0;3.0;14.0;86.0;1420.0;52,4;43,1;41,1;68;13,4;4,9;7,1;1.0
Science Park-Zuid;Amsterdam;BU0363MN05;265;10;115;120;10;10;1,1;40.0;14.0;0.0;100.0;;52,4;43,1;41,1;93,9;1,1;18,4;33,9;3.0
Sportpark Middenmeer-Zuid;Amsterdam;BU0363MN06;310;35;10;55;60;145;1,7;615.0;4.0;57.0;43.0;;52,4;43,1;41,1;42,2;20;5;12,8;1.0
Sportpark Middenmeer-Noord;Amsterdam;BU0363MN07;135;0;60;70;0;5;1;31.0;49.0;0.0;100.0;;52,4;43,1;41,1;95,9;0,4;21,3;31,4;2.0
Park de Meer;Amsterdam;BU0363MN08;1550;195;170;330;520;340;2,1;694.0;2.0;64.0;36.0;660.0;52,4;43,1;41,1;29,1;33,1;4,5;11;1.0
Sportpark Voorland;Amsterdam;BU0363MN09;0;0;0;0;0;0;;;;;;;52,4;43,1;41,1;44,8;26,4;5,5;10,5;2.0
Betondorp;Amsterdam;WK0363MP;3010;385;265;825;845;685;1,7;438.0;11.0;19.0;81.0;930.0;34,6;29,6;;62,9;8,1;12,1;29,3;1.0
