BUURTCODE_2015,BUURTCODE_CBS_2015,BUURTNAAM_2015,BUURTCODE_2022,BUURTCODE_CBS_2022,BUURTNAAM_2022,WIJKCODE_2022,WIJKNAAM_2022,STADSDEELCODE,STADSDEELNAAM,latitude,longitude,geometrie
A09a,BU03630900,Marine-Etablissement,AK01,BU0363AK01,Marine-Etablissement,AK,Oostelijke Eilanden/Kadijken,A,Centrum,52.37441151763259,4.915909544411994,"SRID=28992;POLYGON ((123261.661 487549.377, 123243.714 487460.779, 123023.436 487240.328, 122819.289 487118.574, 122804 487108.011, 122733.552 487170.766, 122741.147 487212.848, 122745.933 487256.366, 122747.666 487299.092, 122746.42 487342.854, 122742.258 487385.413, 122735.206 487427.589, 122725.295 487469.187, 122712.237 487510.973, 122689.181 487571.28, 122597.608 487558.248, 122556.923 487863.58, 122584.503 487858.28, 122640.727 487851.609, 122647.36 487807.575, 122644.046 487799.464, 122634.978 487798.135, 122639.901 487764.546, 122646.843 487765.387, 122647.434 487763.178, 122649.461 487761.965, 122668.747 487763.516, 122690.868 487764.183, 122729.938 487762.696, 122747.422 487760.943, 122785.285 487754.51, 122812.131 487748.07, 123219.295 487637.229, 123270.051 487624.538, 123271.019 487628.343, 123272.27 487628.03, 123273.098 487629.711, 123281.218 487627.666, 123261.661 487549.377))"
A09b,BU03630901,Kattenburg,AK02,BU0363AK02,Kattenburg,AK,Oostelijke Eilanden/Kadijken,A,Centrum,52.37279534955072,4.919931004372764,"SRID=28992;POLYGON ((123290.552 487304.346, 123193.279 487203.323, 123188.997 487201.401, 123183.853 487200.567, 123172.206 487202.713, 123163.584 487202.346, 123155.856 487200.064, 123148.877 487196.038, 123143.598 487189.749, 123138.507 487180.467, 123135.278 487171.004, 123133.724 487161.721, 123095.302 487124.401, 123024.122 487072.57, 123010.546 487052.645, 122977.849 486996.763, 122850.183 487071.637, 122828.967 487086.692, 122804 487108.011, 122819.289 487118.574, 123023.436 487240.328, 123243.714 487460.779, 123261.661 487549.377, 123281.218 487627.666, 123291.677 487625.198, 123290.176 487619.322, 123391.684 487593.268, 123424.267 487582.861, 123460.427 487568.134, 123474.64 487561.351, 123520.418 487537.049, 123290.552 487304.346))"
A09c,BU03630902,Wittenburg,AK03,BU0363AK03,Wittenburg,AK,Oostelijke Eilanden/Kadijken,A,Centrum,52.37177372956353,4.922373211089398,"SRID=28992;POLYGON ((123719.351 487419.732, 123436.727 487133.871, 123351.272 487028.513, 123267.867 486944.32, 123253.261 486953.727, 123228.684 486927.519, 123193.792 486865.638, 123148.902 486890.459, 122977.849 486996.763, 123010.546 487052.645, 123024.122 487072.57, 123095.302 487124.401, 123133.724 487161.721, 123135.278 487171.004, 123138.507 487180.467, 123143.598 487189.749, 123148.877 487196.038, 123155.856 487200.064, 123163.584 487202.346, 123172.206 487202.713, 123183.853 487200.567, 123188.997 487201.401, 123193.279 487203.323, 123290.552 487304.346, 123520.418 487537.049, 123708.126 487436.858, 123722.326 487429.979, 123719.351 487419.732))"
A09d,BU03630903,Oostenburg,AK04,BU0363AK04,Oostenburg,AK,Oostelijke Eilanden/Kadijken,A,Centrum,52.37063979035724,4.9261872029438045,"SRID=28992;POLYGON ((123849.791 487091.668, 123782.816 487029.607, 123625.835 486873.827, 123592.251 486839.343, 123597.476 486833.895, 123579.814 486816.381, 123574.748 486821.282, 123544.948 486790.475, 123471.906 486718.262, 123453.099 486723.742, 123435.495 486731.012, 123336.273 486786.856, 123193.792 486865.638, 123228.684 486927.519, 123253.261 486953.727, 123267.867 486944.32, 123351.272 487028.513, 123436.727 487133.871, 123719.351 487419.732, 123722.326 487429.979, 123766.046 487410.511, 123823.894 487387.201, 123854.637 487372.619, 123877.388 487359.121, 123901.815 487342.416, 123924.101 487324.852, 123944.286 487305.869, 123961.484 487287.469, 123982.886 487261.032, 123998.093 487239.392, 123849.791 487091.668))"
A09e,BU03630904,Czaar Peterbuurt,AK05,BU0363AK05,Czaar Peterbuurt,AK,Oostelijke Eilanden/Kadijken,A,Centrum,52.36931750846677,4.928940971164384,"SRID=28992;POLYGON ((124059.424 487058.597, 124056.329 487058.451, 124053.314 487059.172, 124050.021 487061.198, 123999.321 487030.307, 123990.974 487028.385, 123989.901 487021.593, 123974.173 487002.29, 123969.347 486999.073, 123954.155 486991.745, 123947.72 486987.455, 123934.673 486966.722, 123933.422 486963.863, 123933.422 486956.534, 123932.528 486954.39, 123926.451 486949.028, 123919.123 486937.053, 123914.655 486931.691, 123872.474 486885.756, 123868.363 486878.607, 123834.403 486853.763, 123801.874 486828.74, 123797.227 486822.842, 123797.227 486796.568, 123738.96 486740.089, 123696.779 486702.555, 123696.779 486686.766, 123665.655 486683.974, 123635.888 486679.755, 123560.164 486683.764, 123540.102 486692.903, 123485.382 486715.666, 123471.906 486718.262, 123544.948 486790.475, 123574.748 486821.282, 123579.814 486816.381, 123597.476 486833.895, 123592.251 486839.343, 123625.835 486873.827, 123782.816 487029.607, 123849.791 487091.668, 123998.093 487239.392, 124006.956 487220.104, 124011.968 487217.226, 124017.349 487217.675, 124026.598 487197.909, 124022.194 487193.985, 124021.389 487192.022, 124021.653 487188.339, 124033.941 487166.65, 124042.025 487141.476, 124051.287 487099.625, 124051.881 487080.436, 124054.473 487076.235, 124056.662 487075.094, 124059.808 487075.082, 124060.096 487073.058, 124061.116 487073.194, 124062.897 487059.897, 124059.424 487058.597))"
A09h,BU03630907,Kazernebuurt,AK08,BU0363AK08,Kazernebuurt,AK,Oostelijke Eilanden/Kadijken,A,Centrum,52.36556923163174,4.923842382990933,"SRID=28992;POLYGON ((123654.537 486603.881, 123645.315 486599.254, 123636.629 486593.683, 123628.124 486586.825, 123559.584 486520.032, 123503.159 486473.877, 123334.155 486309.202, 123214.992 486428.098, 123264.05 486478.508, 123288.467 486511.665, 123316.832 486483.218, 123448.102 486613.389, 123522.457 486667.998, 123528.324 486674.493, 123540.102 486692.903, 123560.164 486683.764, 123635.888 486679.755, 123664.711 486607.676, 123654.537 486603.881))"
B10c,BU03631002,Petroleumhaven,BA04,BU0363BA04,Petroleumhaven,BA,Havens-West,B,Westpoort,52.41207211819292,4.843605468879151,"SRID=28992;POLYGON ((118841.043 492188.997, 119191.051 492028.163, 119377.442 491915.904, 119237.786 491679.086, 119107.336 491455.616, 119012.606 491326.391, 118822.788 491072.137, 118394.932 490499.039, 118347.521 490534.561, 118056.361 490767.718, 117933.427 490862.265, 117689.809 491043.116, 117592.165 491115.602, 117383.816 491262.788, 117065.278 491500.125, 117045.962 491515.802, 117009.317 491550.34, 116979.68 491582.373, 116949.66 491620.66, 116934.331 491642.28, 116901.532 491693.787, 116883.771 491725.423, 116860.869 491770.998, 116846.511 491803.24, 116836.106 491822.115, 116820.944 491864.762, 116812.845 491891.287, 116806.366 491918.253, 116801.53 491945.561, 116798.354 491973.113, 116796.723 492010.05, 116797.458 492037.774, 116800.211 492070.239, 116803.725 492093.31, 116810.532 492123.67, 116837.588 492211.343, 116841.517 492231.345, 116842.914 492251.114, 116841.85 492271.384, 116838.068 492290.371, 116831.51 492308.586, 116866.731 492320.9, 116869.741 492322.722, 116877.41 492330.063, 116881.332 492337.183, 116883.008 492342.918, 116883.188 492361.349, 116880.196 492432.707, 116938.036 492698.372, 116940.74 492699.699, 116959.361 492695.897, 116999.269 492687.732, 117021.154 492682.47, 117064.62 492672.021, 117093.754 492664.356, 117131.977 492654.369, 117211.317 492633.325, 117214.681 492632.502, 117285.723 492615.118, 117354.465 492599.396, 117423.138 492584.294, 117524.904 492561.851, 118018.97 492457.208, 118133.438 492432.964, 118198.649 492417.283, 118208.284 492415.031, 118224.269 492410.862, 118261.82 492401.712, 118293.702 492393.969, 118319.521 492387.577, 118367.701 492373.492, 118399.386 492364.31, 118426.055 492356.224, 118506.203 492330.979, 118551.862 492314.719, 118559.951 492312.479, 118825.127 492238.251, 118857.434 492229.028, 118866.187 492226.561, 118841.043 492188.997))"
B10d,BU03631003,Westhaven Noord,BA03,BU0363BA03,Westhaven-Noord,BA,Havens-West,B,Westpoort,52.4066008694671,4.818557475455533,"SRID=28992;POLYGON ((116938.036 492698.372, 116880.196 492432.707, 116883.188 492361.349, 116883.008 492342.918, 116881.332 492337.183, 116877.41 492330.063, 116869.741 492322.722, 116866.731 492320.9, 116831.51 492308.586, 116838.068 492290.371, 116841.85 492271.384, 116842.914 492251.114, 116841.517 492231.345, 116837.588 492211.343, 116810.532 492123.67, 116803.725 492093.31, 116800.211 492070.239, 116797.458 492037.774, 116796.723 492010.05, 116798.354 491973.113, 116801.53 491945.561, 116806.366 491918.253, 116812.845 491891.287, 116820.944 491864.762, 116836.106 491822.115, 116846.511 491803.24, 116860.869 491770.998, 116883.771 491725.423, 116901.532 491693.787, 116934.331 491642.28, 116949.66 491620.66, 116979.68 491582.373, 117009.317 491550.34, 117045.962 491515.802, 117065.278 491500.125, 117383.816 491262.788, 117592.165 491115.602, 117689.809 491043.116, 117522.195 490804.724, 117518.469 490797.467, 117516.639 490790.845, 117515.296 490763.631, 117512.506 490369.713, 117510.943 490249.64, 117509.381 490221.631, 117502.168 490135.173, 117491.484 490034.015, 117490.032 489971.916, 117493.163 489932.992, 117490.857 489899.998, 117491.333 489874.84, 117468.019 489874.824, 117464.246 489829.87, 117457.544 489691.185, 117010.52 489693.819, 117011.304 489801.704, 117003.673 489808.045, 117000.753 489817.801, 115688.525 489818.057, 115685.509 489823.679, 115679.226 489819.48, 115665.217 489840.267, 115659.08 489852.52, 115652.655 489863.021, 115642.462 489877.307, 115628.555 489867.555, 115613.593 489889.34, 115567.373 489861.285, 115550.005 489852.779, 115532.22 489841.844, 115518.238 489830.102, 115438.255 489780.577, 115430.816 489793.149, 115425.405 489789.553, 115406.88 489788.617, 115399.102 489794.945, 115391.276 489810.587, 115383.606 489822.849, 115373.576 489835.829, 115368.314 489840.755, 115363.685 489846.96, 115346.11 489876.866, 115316.863 489931.068, 115303.443 489958.269, 115276.076 490019.225, 115264.497 490047.77, 115242.353 490108.185, 115220.487 490179.125, 115200.873 490256.575, 115196.236 490272.099, 115186.008 490298.566, 115176.938 490315.922, 115163.773 490335.671, 115145.957 490356.191, 115129.692 490371.221, 115152.606 490398.02, 115159.411 490391.6, 115162.284 490389.849, 115165.043 490389.248, 115175.462 490393.499, 115179.126 490397.267, 115158.428 490476.726, 115150.711 490501.222, 115174.67 490505.664, 115175.657 490504.034, 115178.244 490502.906, 115194.082 490506.279, 115200.005 490509.381, 115202.942 490515.008, 115205.218 490604.397, 115208.415 490677.853, 115211.722 490721.363, 115215.94 490747.437, 115219.926 490784.779, 115230.669 490977.495, 115237.258 491114.863, 115242.9 491195.995, 115250.071 491278.116, 115261.459 491371.997, 115281.57 491501.904, 115300.707 491604.898, 115322.555 491702.378, 115325.434 491711.69, 115327.937 491713.494, 115332.229 491714.137, 115356.166 491804.372, 115376.147 491872.614, 115404.456 491960.228, 115436.087 492048.973, 115429.734 492051.42, 115439.116 492075.603, 115456.961 492068.769, 115732.962 492958.432, 115748.462 492955.028, 115915.242 492918.219, 115999.719 492899.574, 116099.493 492877.652, 116126.166 492871.792, 116316.497 492829.791, 116434.696 492803.62, 116543.101 492779.899, 116659.946 492754.278, 116708.686 492743.687, 116733.429 492739.22, 116775.702 492731.659, 116808.995 492725.907, 116817.737 492724.397, 116830.739 492722.082, 116839.045 492720.484, 116864.873 492715.52, 116883.415 492711.578, 116904.533 492707.091, 116940.74 492699.699, 116938.036 492698.372))"
B10e,BU03631004,Vervoerscentrum,BA05,BU0363BA05,Vervoerscentrum,BA,Havens-West,B,Westpoort,52.400110365973504,4.841364302570495,"SRID=28992;POLYGON ((118247.987 490302.598, 118216.268 490258.856, 118182.245 490208.005, 118153.017 490157.479, 118133.206 490118.944, 118118.825 490088.132, 118097.505 490036.233, 118084.879 490000.733, 118073.635 489965.198, 118064.739 489933.118, 118054.893 489891.248, 118047.949 489855.943, 118025.607 489850.967, 118004.905 489848.168, 117976.539 489838.348, 117954.561 489829.554, 117924.745 489815.562, 117915.635 489813.686, 117906.524 489810.003, 117883.343 489796.885, 117845.655 489772.616, 117827.381 489759.453, 117798.372 489736.155, 117852.708 489804.375, 117873.934 489832.764, 117722.411 489913.916, 117719.923 489933.848, 117676.819 489955.545, 117610.705 489873.552, 117571.164 489874.895, 117491.333 489874.84, 117490.857 489899.998, 117493.163 489932.992, 117490.032 489971.916, 117491.484 490034.015, 117502.168 490135.173, 117509.381 490221.631, 117510.943 490249.64, 117512.506 490369.713, 117515.296 490763.631, 117516.639 490790.845, 117518.469 490797.467, 117522.195 490804.724, 117689.809 491043.116, 117933.427 490862.265, 118056.361 490767.718, 118347.521 490534.561, 118394.932 490499.039, 118247.987 490302.598))"
B10f,BU03631005,Amerikahaven,BA02,BU0363BA02,Amerikahaven,BA,Havens-West,B,Westpoort,52.41360998091943,4.779706207987537,"SRID=28992;POLYGON ((115456.961 492068.769, 115439.116 492075.603, 115429.734 492051.42, 115436.087 492048.973, 115404.456 491960.228, 115376.147 491872.614, 115356.166 491804.372, 115332.229 491714.137, 115327.937 491713.494, 115325.434 491711.69, 115322.555 491702.378, 115300.707 491604.898, 115281.57 491501.904, 115261.459 491371.997, 115250.071 491278.116, 115242.9 491195.995, 115237.258 491114.863, 115230.669 490977.495, 115219.926 490784.779, 115215.94 490747.437, 115211.722 490721.363, 115208.415 490677.853, 115205.218 490604.397, 115202.942 490515.008, 115200.005 490509.381, 115194.082 490506.279, 115178.244 490502.906, 115175.657 490504.034, 115174.67 490505.664, 115150.711 490501.222, 115158.428 490476.726, 115179.126 490397.267, 115175.462 490393.499, 115165.043 490389.248, 115162.284 490389.849, 115159.411 490391.6, 115152.606 490398.02, 115129.692 490371.221, 115125.887 490381.697, 115113.496 490391.981, 115101.011 490399.945, 115081.368 490410.582, 115064.775 490417.996, 115047.959 490424.207, 115020.284 490430.579, 114996.217 490433.358, 114977.555 490433.87, 114961.795 490433.074, 114943.425 490430.855, 114927.602 490427.725, 114916.905 490424.995, 114894.716 490417.2, 114857.848 490399.392, 114816.144 490370.828, 114783.555 490350.482, 114759.967 490339.704, 114742.887 490334.36, 114731.664 490331.367, 114715.024 490330.709, 114687.707 490332.49, 114612.139 490324.446, 114560.513 490313.223, 114539.006 490310.536, 113334.12 490318.681, 113192.626 489841.258, 113034.524 490126.245, 113039.322 490164.97, 113041.91 490178.768, 113050.262 490200.809, 113060.592 490219.379, 113077.608 490239.046, 112940.429 490301.59, 112919.646 490309.562, 112817.092 490338.978, 112681.315 490369.524, 112637.437 490376.475, 112301.285 490448.843, 112333.111 490556.231, 112307.246 490630.291, 112305.885 490644.235, 112286.451 490775.781, 112245.549 491003.34, 112240.722 491022.407, 112233.512 491042.181, 112227.831 491054.384, 112214.276 491077.227, 112206.501 491087.789, 112195.955 491100.113, 112170.411 491124.738, 112181.834 491139.047, 112185.864 491145.325, 112189.831 491154.333, 112192.336 491165.276, 112192.42 491178.294, 112187.016 491209.924, 112185.624 491229.431, 112166.068 491341.782, 112151.498 491438.155, 112100.935 491728.885, 112089.757 491807.039, 112077.22 491879.694, 112071.267 491901.361, 112040.212 492081.204, 112020.711 492202.656, 111997.105 492331.857, 111972.982 492472.385, 111948.903 492618.803, 111930.665 492756.367, 111916.702 492911.972, 111909.079 493056.008, 111906.215 493265.134, 111904.879 493291.246, 111903.56 493302.377, 111900.14 493320.743, 111895.347 493338.8, 111884.819 493369.654, 111875.071 493392.437, 111869.495 493403.505, 111856.985 493424.898, 111842.741 493445.176, 111830.978 493459.57, 111879.863 493682.388, 112664.063 493512.763, 112786.559 493486.267, 112828.875 493476.915, 112853.949 493591.306, 113012.223 493556.759, 113061.073 493546.096, 113188.087 493518.372, 113933.691 493350.766, 113995.144 493337.377, 114083.052 493318.223, 114266.661 493277.884, 114303.353 493269.823, 114522.378 493221.877, 114734.299 493176.375, 114947.471 493129.655, 115185.621 493077.507, 115366.644 493038.367, 115510.759 493007.466, 115533.581 493002.216, 115732.962 492958.432, 115456.961 492068.769))"
B10g,BU03631006,Afrikahaven,BA01,BU0363BA01,Afrikahaven,BA,Havens-West,B,Westpoort,52.41230966447408,4.745074275248293,"SRID=28992;POLYGON ((111830.978 493459.57, 111842.741 493445.176, 111856.985 493424.898, 111869.495 493403.505, 111875.071 493392.437, 111884.819 493369.654, 111895.347 493338.8, 111900.14 493320.743, 111903.56 493302.377, 111904.879 493291.246, 111906.215 493265.134, 111909.079 493056.008, 111916.702 492911.972, 111930.665 492756.367, 111948.903 492618.803, 111972.982 492472.385, 111997.105 492331.857, 112020.711 492202.656, 112040.212 492081.204, 112071.267 491901.361, 112077.22 491879.694, 112089.757 491807.039, 112100.935 491728.885, 112151.498 491438.155, 112166.068 491341.782, 112185.624 491229.431, 112187.016 491209.924, 112192.42 491178.294, 112192.336 491165.276, 112189.831 491154.333, 112185.864 491145.325, 112181.834 491139.047, 112170.411 491124.738, 112195.955 491100.113, 112206.501 491087.789, 112214.276 491077.227, 112227.831 491054.384, 112233.512 491042.181, 112240.722 491022.407, 112245.549 491003.34, 112286.451 490775.781, 112305.885 490644.235, 112307.246 490630.291, 112333.111 490556.231, 112301.285 490448.843, 112269.51 490303.696, 112196.369 490337.183, 112139.443 490079.593, 112137.113 490080.777, 112119.527 490086.639, 112078.653 490096.338, 112040.299 490104.911, 112040.813 490107.23, 112042.182 490113.395, 112042.501 490114.834, 111999.921 490123.745, 111969.545 490130.464, 111800 490167.89, 111666.556 490197.551, 111528.871 490228.154, 111382.138 490260.049, 111369.549 490262.617, 111260.807 490286.458, 110900.402 490365.72, 110480.065 490457.779, 110207.571 490518.322, 110203.337 490519.208, 110188.384 490522.947, 110193.701 490542.951, 110197.469 490561.225, 110201.298 490579.195, 110205.126 490597.312, 110209.2 490615.282, 110213.127 490633.006, 110217.103 490650.729, 110221.128 490668.798, 110225.103 490686.324, 110228.931 490703.261, 110232.907 490721.034, 110236.686 490738.708, 110240.662 490756.432, 110244.588 490774.254, 110249.706 490797.725, 110254.845 490820.742, 110259.934 490843.684, 110264.974 490865.471, 110269.474 490886.476, 110276.8 490920.714, 110281.071 490941.767, 110285.911 490955.675, 110286.894 490959.923, 110318.795 491104.392, 110342.588 491211.422, 110350.766 491254.457, 110360.733 491299.39, 110368.115 491331.536, 110375.964 491366.734, 110409.551 491521.099, 110432.842 491628.959, 110448.16 491699.341, 110450.712 491710.862, 110453.589 491723.851, 110456.166 491734.189, 110486.516 491871.178, 110526.503 492054.699, 110536.584 492101.391, 110539.495 492114.874, 110540.466 492118.756, 110564.747 492231.11, 110589.785 492345.542, 110605.396 492418.111, 110612.155 492451.054, 110614.703 492462.178, 110617.592 492475.649, 110622.212 492494.035, 110623.18 492497.285, 110624.548 492501.881, 110625.618 492505.475, 110628.293 492514.462, 110645.056 492594.062, 110657.378 492652.011, 110669.7 492708.54, 110679.241 492752.789, 110689.899 492800.31, 110701.419 492852.386, 110713.457 492907.687, 110718.388 492931.076, 110719.878 492938.36, 110722.177 492949.594, 110773.111 493181.679, 110795.2 493281.768, 110808.114 493342.957, 110817.403 493384.253, 110818.627 493389.694, 110821.585 493402.84, 110837.95 493478.438, 110849.316 493529.639, 110859.645 493575.673, 110861.615 493583.47, 110871.279 493628.912, 110873.421 493639.149, 110874.134 493642.204, 110877.903 493660.196, 110878.782 493665.014, 110884.264 493689.178, 110892.54 493726.036, 110898.099 493751.1, 110899.683 493758.243, 110929.714 493893.636, 110942.338 493890.808, 111677.297 493726.204, 111743.552 493711.873, 111879.863 493682.388, 111830.978 493459.57))"
F11e,BU03631104,de Heining,FA01,BU0363FA01,Sloterdijk De Heining,FA,Sloterdijk Nieuw-West,F,Nieuw-West,52.39391459023569,4.764428988882613,"SRID=28992;POLYGON ((113173.291 489789.298, 113130.734 489731.437, 113108.9 489664.843, 113053.976 489515.328, 112952.976 489212.703, 112909.664 489126.407, 112744.197 489127.429, 112716.296 489081.214, 112186.386 489085.079, 112184.317 489105.155, 112178.163 489164.878, 112175.936 489186.489, 112168.013 489263.37, 112169.258 489310.237, 112169.552 489321.343, 112172.154 489419.307, 112172.178 489486.162, 112171.91 489531.406, 112172.018 489551.603, 112171.858 489573.717, 112172.131 489600.679, 112172.131 489639.204, 112171.768 489670.163, 112172.072 489728.207, 112172.154 489733.195, 112172.625 489761.777, 112172.127 489786.777, 112171.631 489820.031, 112169.46 489868.574, 112167.968 489916.962, 112166.402 489949.716, 112165.517 489983.628, 112165.25 490036.919, 112164.717 490046.511, 112162.106 490054.984, 112157.31 490063.777, 112152.461 490069.959, 112146.865 490075.821, 112139.443 490079.593, 112196.369 490337.183, 112269.51 490303.696, 112301.285 490448.843, 112637.437 490376.475, 112681.315 490369.524, 112817.092 490338.978, 112919.646 490309.562, 112940.429 490301.59, 113077.608 490239.046, 113060.592 490219.379, 113050.262 490200.809, 113041.91 490178.768, 113039.322 490164.97, 113034.524 490126.245, 113192.626 489841.258, 113173.291 489789.298))"
F11f,BU03631105,Teleport,FA08,BU0363FA08,Sloterdijk Stationskwartier,FA,Sloterdijk Nieuw-West,F,Nieuw-West,52.38877287722735,4.83664109914413,"SRID=28992;POLYGON ((118044.274 489212.613, 118046.202 489143.348, 118066.052 489143.062, 118065.969 489145.429, 118067.696 489145.43, 118067.698 489127.189, 118066.047 489127.258, 118066.179 489112.342, 118071.072 488923.12, 118068.655 488863.218, 118072.123 488725.413, 118073.012 488725.434, 118073.126 488721.225, 118057.248 488720.798, 118013.246 488719.525, 117969.651 488721.193, 117734.231 488715.73, 117694.829 488713.982, 117473.879 488708.169, 117168.091 488702.636, 117175.069 488984.399, 116992.477 489001.58, 116336.042 488998.861, 116336.628 489171.819, 116858.643 489171.896, 116927.263 489179.115, 116995.659 489188.216, 117041.106 489195.326, 117109.013 489207.549, 117176.559 489221.633, 117243.692 489237.567, 117310.363 489255.34, 117327.979 489261.782, 117334.041 489264.287, 117348.854 489270.409, 117371.204 489280.934, 117404.635 489299.387, 117418.465 489308.058, 117436.455 489320.337, 117458.146 489336.79, 117477.747 489353.402, 117498.329 489372.837, 117514.702 489390.213, 117542.16 489422.849, 117563.373 489449.948, 117798.372 489736.155, 117827.381 489759.453, 117845.655 489772.616, 117883.343 489796.885, 117906.524 489810.003, 117915.635 489813.686, 117924.745 489815.562, 117954.561 489829.554, 117976.539 489838.348, 118004.905 489848.168, 118025.607 489850.967, 118047.949 489855.943, 118041.788 489815.962, 118037.512 489778.47, 118034.748 489742.032, 118032.985 489694.105, 118033.667 489631.713, 118037.834 489467.049, 118044.274 489212.613))"
E12a,BU03631200,Houthavens West,EC01,BU0363EC01,Houthavens-West,EC,Houthavens,E,West,52.394486246425565,4.881760433327275,"SRID=28992;POLYGON ((121231.662 489782.961, 121009.06 489649.774, 120858.696 489329.761, 120848.851 489298.143, 120796.916 489333.08, 120364.722 489426.952, 120357.942 489429.519, 120351.792 489433.356, 120346.54 489438.277, 120301.859 489496.429, 120255.618 489549.228, 120247.79 489554.96, 120240.271 489558.87, 120231.613 489561.849, 120224.231 489563.279, 120070.416 489568.458, 120038.27 489570.682, 120006.301 489574.714, 119901.785 489592.555, 119873.065 489595.977, 119828.88 489599.685, 119612.964 489609.114, 119579.706 489607.944, 119560.273 489605.387, 119543.476 489601.996, 119521.52 489596.2, 119496.272 489587.666, 119491.414 489605.401, 119495.455 489607.102, 119497.578 489611.746, 119500.231 489610.95, 119512.967 489643.718, 119523.235 489657.269, 119525.176 489659.83, 119527.424 489658.311, 119528.431 489659.715, 119548.284 489646.497, 119563.773 489638.571, 119582.169 489631.328, 119594.279 489628.026, 119605.103 489626.064, 119883.519 489837.799, 119897.51 489817.434, 119898.101 489809.399, 119910.568 489782.927, 119916.49 489766.314, 119966.813 489780.359, 119978.066 489781.996, 119987.074 489782.155, 119997.268 489781.109, 120147.781 489757.565, 120193.674 489750.411, 120206.029 489749.962, 120215.855 489751.135, 120224.32 489753.282, 120234.171 489757.255, 120242.969 489762.389, 120852.498 490265.484, 120878.676 490288.899, 121142.831 489957.094, 121263.286 489811.713, 121231.662 489782.961))"
