buurtcode_2022,buurt_cbs_2015,buurt_cbs_2022,district_type,buurt_name,wijk_name,stadsdeel_name,municipality_name,buurt_area_m2,population_total_2020,pop_age_0_15_2020,pop_age_15_25_2020,pop_age_25_45_2020,pop_age_45_65_2020,pop_age_65_plus_2020,avg_household_size_2020,woz_value_2020,pct_unoccupied_2020,pct_owner_occupied_2020,pct_rental_2020,n_high_education_2020,income_recipient_2020,income_inhabitant_2020,income_household_2020,pct_bottom40_2020,pct_top20_2020,pct_low_income_2020,pct_below_120pct_social_min_2020,urbanicity_2020,supermarkets_1km_2020,food_shops_1km_2020,cafes_1km_2020,cafeterias_1km_2020,restaurants_1km_2020,dist_primary_school_2020,dist_secondary_school_2020,dist_train_station_2020,dist_nearest_green_2020,nearest_green_name_2020,nearest_green_type_2020,nearest_green_area_m2_2020,total_green_area_m2_2020,green_coverage_pct_2020,num_green_spaces_2020,population_total_2024,pop_age_0_15_2024,pop_age_15_25_2024,pop_age_25_45_2024,pop_age_45_65_2024,pop_age_65_plus_2024,avg_household_size_2024,woz_value_2024,pct_unoccupied_2024,pct_owner_occupied_2024,pct_rental_2024,n_high_education_2024,income_recipient_2024,income_inhabitant_2024,income_household_2024,pct_bottom40_2024,pct_top20_2024,pct_low_income_2024,pct_below_120pct_social_min_2024,urbanicity_2024,supermarkets_1km_2024,food_shops_1km_2024,cafes_1km_2024,cafeterias_1km_2024,restaurants_1km_2024,dist_primary_school_2024,dist_secondary_school_2024,dist_train_station_2024,dist_nearest_green_2024,nearest_green_name_2024,nearest_green_type_2024,nearest_green_area_m2_2024,total_green_area_m2_2024,green_coverage_pct_2024,num_green_spaces_2024,population_change,woz_change,income_household_change,pct_bottom40_change,pct_top20_change,pct_low_income_change,green_coverage_change,dist_green_change,n_high_education_change,is_eligible,woz_growth_pct,income_growth_pct,education_growth_abs,upgrading_criteria_met,gentrified
KM03,BU03635402,BU0363KM03,Rijnbuurt Midden,Rijnbuurt-Midden,Rijnbuurt,Zuid,Amsterdam,285463.26,2205,215,235,1045,435,275,1.6,442.0,5.0,21.0,79.0,1290.0,47.2,41.4,35.6,47.0,20.4,9.0,15.3,1.0,8.2,34.7,8.1,16.5,31.2,0.3,0.6,1.4,83.83,Unnamed,forest,9127.09,15572.48,5.46,9.0,2220,235,240,1065,395,290,1.7,515.0,7.0,22.0,78.0,1350.0,47.9,42.3,38.6,45.5,20.2,7.3,14.3,1.0,5.9,19.4,4.1,10.3,27.2,0.4,0.7,1.4,88.73,Unnamed,forest,10188.76,16820.86,5.89,10.0,15,73.0,3.0,-1.5,-0.1999999999999993,-1.7000000000000002,0.4299999999999997,4.900000000000006,60.0,0,0.16515837104072398,0.08426966292134831,60.0,0,0
KM02,BU03635403,BU0363KM02,Rijnbuurt West,Rijnbuurt-West,Rijnbuurt,Zuid,Amsterdam,79402.5,1725,205,145,525,495,355,1.6,387.0,2.0,10.0,90.0,510.0,31.7,27.1,25.8,70.8,6.6,21.6,36.5,1.0,9.7,43.5,6.6,19.0,51.0,0.2,0.6,1.1,227.37,Unnamed,forest,2793.48,0.0,0.0,0.0,1645,200,135,485,460,375,1.5,439.0,3.0,11.0,89.0,540.0,47.9,42.3,38.6,69.4,6.6,16.2,35.7,1.0,5.0,25.4,2.8,8.6,34.0,0.3,1.0,1.1,227.37,Unnamed,forest,2793.48,0.0,0.0,0.0,-80,52.0,12.8,-1.3999999999999917,0.0,-5.400000000000002,0.0,0.0,30.0,1,0.1343669250645995,0.49612403100775193,30.0,1,0
KM05,BU03635404,BU0363KM05,Zorgvlied,Zorgvlied,Rijnbuurt,Zuid,Amsterdam,320954.51,45,5,0,15,15,10,1.7,797.3614160237662,31.599647543477666,42.240727588230925,57.759272411769054,20.0,42.3,36.7,32.6,53.7,16.1,12.0,21.1,1.0,0.0,0.0,0.1,2.6,1.1,1.0,1.4,1.9,67.32,Unnamed,forest,335.15,27409.79,8.54,12.0,50,5,5,15,15,10,2.0,799.4294101189745,33.83102374235823,48.37504282025617,51.624957179743845,27.297384321785607,47.9,42.3,38.6,53.4,15.9,9.8,20.3,1.0,0.0,0.0,0.0,0.0,1.2,1.4,1.3,1.9,60.63,Unnamed,forest,249.68,25601.03,7.98,17.0,5,2.067994095208292,6.0,-0.3000000000000042,-0.200000000000001,-2.1999999999999997,-0.5599999999999987,-6.689999999999991,7.297384321785607,0,0.0025935467325730907,0.18404907975460122,7.297384321785607,0,0
MM02,BU03635501,BU0363MM02,De Eenhoorn,De Eenhoorn,Frankendael,Oost,Amsterdam,180207.99,2645,240,720,1375,245,65,1.3,266.0,9.0,1.0,99.0,1420.0,34.3,30.8,22.8,72.1,11.0,10.1,14.4,1.0,3.8,15.4,3.6,15.9,24.3,0.9,0.4,0.7,120.75,Unnamed,forest,1682.35,16674.77,9.25,9.0,3865,305,855,2015,560,130,1.3,354.0,4.0,1.0,99.0,1260.0,45.9,38.9,36.3,71.9,9.4,8.5,15.8,1.0,2.7,11.5,3.9,12.1,22.6,0.9,0.4,0.7,119.4,Unnamed,forest,192.1,10002.7,5.55,13.0,1220,88.0,13.499999999999996,-0.1999999999999886,-1.5999999999999996,-1.5999999999999996,-3.7,-1.3499999999999943,-160.0,1,0.3308270676691729,0.5921052631578946,-160.0,2,1
MM04,BU03635502,BU0363MM04,Julianapark,Julianapark,Frankendael,Oost,Amsterdam,191965.01,1085,100,50,610,185,135,1.7,431.0,3.0,13.0,87.0,790.0,53.1,46.0,40.3,24.4,25.8,3.1,6.7,1.0,0.6,3.5,0.3,5.4,6.2,1.1,0.9,0.9,148.29,Unnamed,forest,858.8,3892.25,2.03,4.0,1385,140,80,840,185,135,1.6,538.0,2.0,9.0,91.0,970.0,45.9,38.9,36.3,24.2,23.8,3.0,7.0,1.0,1.5,3.2,0.0,6.3,6.7,1.3,0.9,0.7,148.29,Unnamed,forest,858.8,3650.67,1.9,5.0,300,107.0,-4.0,-0.1999999999999993,-2.0,-0.1,-0.1299999999999999,0.0,180.0,0,0.2482598607888631,-0.09925558312655088,180.0,1,0
MM03,BU03635503,BU0363MM03,Don Bosco,Don Bosco,Frankendael,Oost,Amsterdam,162571.42,2110,355,225,750,515,270,2.0,508.0,6.0,41.0,59.0,1060.0,47.2,37.5,39.1,36.9,29.7,5.7,10.5,1.0,7.7,38.6,8.3,19.1,42.7,0.7,0.4,1.1,75.29,Unnamed,forest,144.32,8383.11,5.16,5.0,2160,330,275,730,510,315,2.0,628.0,7.0,44.0,56.0,1000.0,45.9,38.9,36.3,39.0,28.9,5.4,11.3,1.0,6.4,24.2,5.3,13.2,33.9,0.8,0.5,1.3,78.83,Unnamed,forest,135.4,4009.96,2.47,10.0,50,120.0,-2.8000000000000043,2.1000000000000014,-0.8000000000000007,-0.2999999999999998,-2.69,3.539999999999992,-60.0,0,0.23622047244094488,-0.07161125319693105,-60.0,0,0
MM05,BU03635504,BU0363MM05,Frankendael,Frankendael,Frankendael,Oost,Amsterdam,290446.36,10,0,0,0,5,0,1.5,798.0882795571055,26.913153594340983,42.06391107972992,57.93608892027009,30.799260796641324,38.8,32.6,29.9,56.5,16.8,10.6,19.1,1.0,0.0844085484766826,0.2029591773460029,0.4281947757580806,1.365049460604791,0.5677784851509231,2.0725346161795537,2.208530801038626,2.848231730772289,30.42,Unnamed,forest,440.25,261503.28,90.03,28.0,10,5,0,5,5,0,3.3,798.2466348910555,26.71797393363044,46.740864198936855,53.25913580106315,30.86165795589868,45.9,38.9,36.3,56.6,16.5,8.7,18.5,1.0,5.0,24.1,3.2,12.4,27.0,0.5,0.3,1.3,30.42,Unnamed,forest,440.25,256201.98,88.21,31.0,0,0.1583553339499985,6.399999999999999,0.1000000000000014,-0.3000000000000007,-1.9000000000000004,-1.8200000000000076,0.0,0.0623971592573546,0,0.00019841831788066974,0.21404682274247488,0.06239715925735467,0,0
MM06,BU03635505,BU0363MM06,Tuindorp Amstelstation,Tuindorp Amstelstation,Frankendael,Oost,Amsterdam,110023.77,840,115,80,200,250,200,1.7,285.0,3.0,0.0,100.0,260.0,23.6,19.8,21.7,74.1,5.3,18.8,40.2,1.0,0.1,2.2,0.0,1.5,1.7,1.1,1.2,1.2,131.46,Unnamed,forest,858.8,1784.52,1.62,2.0,835,135,85,165,250,200,1.7,351.0,4.0,0.0,100.0,170.0,45.9,38.9,36.3,76.7,4.6,14.6,39.7,1.0,0.6,2.1,0.0,1.2,1.0,1.6,1.3,1.2,131.46,Unnamed,forest,858.8,1921.79,1.75,2.0,-5,66.0,14.599999999999998,2.6000000000000085,-0.7000000000000002,-4.200000000000001,0.1299999999999999,0.0,-90.0,1,0.23157894736842105,0.6728110599078341,-90.0,1,0
MM07,BU03635506,BU0363MM07,De Wetbuurt,De Wetbuurt,Frankendael,Oost,Amsterdam,287631.71,1835,290,175,410,540,415,2.0,421.0,5.0,36.0,64.0,620.0,38.8,31.2,32.1,48.7,21.8,7.9,16.7,1.0,0.1,2.1,0.0,1.3,1.4,1.2,1.2,1.2,115.39,Unnamed,forest,747.7,46640.7,16.22,15.0,1815,285,240,415,545,330,2.0,553.0,4.0,39.0,61.0,690.0,45.9,38.9,36.3,46.6,23.1,7.2,18.4,1.0,0.9,2.4,0.0,2.9,1.4,1.5,1.2,1.1,97.56,Unnamed,forest,328.39,48004.9,16.69,19.0,-20,132.0,4.199999999999996,-2.1000000000000014,1.3000000000000007,-0.7000000000000002,0.4700000000000024,-17.83,70.0,0,0.31353919239904987,0.13084112149532695,70.0,1,0
MM08,BU03635507,BU0363MM08,Tuindorp Frankendael,Tuindorp Frankendael,Frankendael,Oost,Amsterdam,360600.33,2520,315,170,815,665,570,1.6,366.0,3.0,13.0,87.0,1080.0,36.5,30.9,28.1,65.9,11.9,14.7,25.7,1.0,2.5,16.3,0.9,8.9,8.3,0.3,0.7,1.3,84.06,Unnamed,forest,335.87,75692.95,20.99,24.0,2765,395,190,880,720,580,1.7,485.0,4.0,15.0,85.0,1050.0,45.9,38.6,36.3,62.3,15.6,11.7,22.1,1.0,1.8,12.2,0.6,5.7,8.5,0.4,0.7,1.4,80.4,Unnamed,forest,159.36,76977.05,21.35,29.0,245,119.0,8.199999999999996,-3.6000000000000085,3.6999999999999993,-3.0,0.360000000000003,-3.6599999999999966,-30.0,1,0.3251366120218579,0.2918149466192169,-30.0,1,0
MM01,BU03635508,BU0363MM01,Van der Kunbuurt,Van der Kunbuurt,Frankendael,Oost,Amsterdam,90549.96,595,85,85,220,135,75,1.8,340.0,3.0,1.0,99.0,215.92690775779565,29.6,24.6,26.0,65.8,8.9,18.4,27.4,1.0,3.3,12.1,2.9,14.0,23.3,0.9,0.3,0.7,125.28,Unnamed,forest,1211.55,2258.14,2.49,2.0,515,80,75,185,110,65,1.9,380.0,10.0,0.0,100.0,223.9821360442953,45.9,38.9,36.3,58.1,6.2,12.2,27.2,1.0,3.0,6.0,1.3,9.1,14.5,1.1,0.7,0.7,125.28,Unnamed,forest,1211.55,2258.14,2.49,2.0,-80,40.0,10.299999999999995,-7.699999999999996,-2.7,-6.199999999999999,0.0,0.0,8.055228286499641,1,0.11764705882352941,0.396153846153846,8.055228286499641,1,0
MN01,BU03635600,BU0363MN01,Linnaeusparkbuurt,Linnaeusparkbuurt,Middenmeer,Oost,Amsterdam,178153.99,2700,470,300,875,690,360,2.0,618.0,6.0,44.0,56.0,1390.0,56.0,44.4,42.4,35.7,33.4,4.9,8.8,1.0,7.9,40.4,6.3,20.1,38.3,0.3,0.5,1.1,300.81,Unnamed,forest,3916.16,3075.17,1.73,2.0,2645,445,300,855,665,385,2.0,772.0,7.0,44.0,56.0,1400.0,52.4,51.0,41.1,34.2,33.6,5.0,9.4,1.0,6.8,28.8,4.4,15.1,38.1,0.3,0.5,1.2,218.89,Unnamed,forest,3677.2,3629.0,2.04,4.0,-55,154.0,-1.2999999999999972,-1.5,0.2000000000000028,0.0999999999999996,0.31,-81.92000000000002,10.0,0,0.24919093851132687,-0.0306603773584905,10.0,0,0
MN02,BU03635601,BU0363MN02,Middenmeer Noord,Middenmeer-Noord,Middenmeer,Oost,Amsterdam,185584.54,2880,540,375,775,805,385,2.2,632.0,6.0,44.0,56.0,1480.0,60.3,47.4,45.5,35.7,35.6,5.0,10.0,1.0,7.0,35.6,4.0,18.9,31.7,0.2,0.6,0.9,188.88,Unnamed,forest,475.74,14389.51,7.75,4.0,2830,480,360,810,760,420,2.2,774.0,4.0,46.0,54.0,1440.0,52.4,46.6,41.1,33.7,35.6,3.6,9.1,1.0,6.0,26.3,2.8,13.3,30.9,0.2,0.6,0.9,188.88,Unnamed,forest,475.74,13703.71,7.38,5.0,-50,142.0,-4.399999999999999,-2.0,0.0,-1.4,-0.3700000000000001,0.0,-40.0,0,0.22468354430379747,-0.09670329670329668,-40.0,0,0
MN03,BU03635602,BU0363MN03,Middenmeer Zuid,Middenmeer-Zuid,Middenmeer,Oost,Amsterdam,395968.45,5065,1015,600,1635,1215,600,2.1,503.0,5.0,44.0,56.0,2360.0,46.0,35.4,36.7,38.2,29.6,5.4,9.8,1.0,3.1,18.3,1.3,10.5,15.0,0.6,0.3,0.8,266.73,Galileïplantsoen,park,23481.92,24394.16,6.16,2.0,5100,915,685,1675,1200,620,2.0,615.0,4.0,48.0,52.0,2640.0,53.0,42.1,41.1,36.1,29.8,5.0,9.3,1.0,2.1,15.1,1.2,8.0,16.4,0.6,0.3,1.2,266.55,Galileïplantsoen,park,23111.28,22065.67,5.57,2.0,35,112.0,4.399999999999999,-2.1000000000000014,0.1999999999999993,-0.4000000000000003,-0.5899999999999999,-0.1800000000000068,280.0,0,0.22266401590457258,0.11989100817438687,280.0,1,0
MN06,BU03635603,BU0363MN06,Sportpark Middenmeer Zuid,Sportpark Middenmeer-Zuid,Middenmeer,Oost,Amsterdam,211333.54,300,25,10,50,70,145,1.6,500.0,4.0,54.0,46.0,120.0,41.9,37.3,38.1,45.4,24.0,3.4,10.7,1.0,1.3,11.0,0.2,7.1,6.5,0.8,0.6,0.8,56.84,Unnamed,forest,231.54,30400.78,14.39,10.0,310,35,10,55,60,145,1.7,615.0,4.0,57.0,43.0,143.1770830864372,52.4,43.1,41.1,42.2,20.0,5.0,12.8,1.0,1.0,9.0,0.4,6.0,7.1,0.8,0.6,1.2,23.67,Unnamed,forest,1512.5,28549.68,13.51,20.0,10,115.0,3.0,-3.199999999999996,-4.0,1.6,-0.8800000000000008,-33.17,23.177083086437197,0,0.23,0.07874015748031496,23.177083086437193,0,0
MN07,BU03635604,BU0363MN07,Sportpark Middenmeer Noord,Sportpark Middenmeer-Noord,Middenmeer,Oost,Amsterdam,251009.35,250,0,165,85,0,0,1.0,71.0,2.0,0.0,100.0,112.25643853965305,18.6,18.0,15.7,97.6,0.0,45.8,48.2,2.0,2.0,10.0,0.0,7.0,5.0,1.1,0.5,0.3,48.88,Unnamed,forest,1005.32,28986.79,11.55,10.0,135,0,60,70,0,5,1.0,31.0,49.0,0.0,100.0,89.67042530246745,52.4,43.1,41.1,95.9,0.4,21.3,31.4,2.0,1.0,0.2,0.0,0.1,2.2,1.6,1.1,0.5,16.58,Unnamed,forest,559.47,25647.67,10.22,16.0,-115,-40.0,25.4,-1.6999999999999886,0.4,-24.5,-1.33,-32.300000000000004,-22.5860132371856,1,-0.5633802816901409,1.617834394904459,-22.586013237185597,1,0
MN08,BU03635605,BU0363MN08,Park de Meer,Park de Meer,Middenmeer,Oost,Amsterdam,263659.72,1610,210,215,325,615,245,2.2,558.0,4.0,64.0,36.0,650.0,46.7,38.4,40.9,30.7,34.8,5.5,10.8,1.0,0.0,4.0,2.4,3.1,3.3,1.2,1.6,1.8,98.68,Unnamed,forest,1653.39,29309.65,11.12,9.0,1550,195,170,330,520,340,2.1,694.0,2.0,64.0,36.0,660.0,52.4,43.1,41.1,29.1,33.1,4.5,11.0,1.0,0.0,2.0,0.7,0.8,3.0,1.6,1.7,2.3,102.84,Unnamed,forest,1477.24,33255.15,12.61,6.0,-60,136.0,0.2000000000000028,-1.599999999999998,-1.6999999999999955,-1.0,1.4900000000000002,4.159999999999997,10.0,0,0.24372759856630824,0.004889975550122319,10.0,0,0
MN09,BU03635606,BU0363MN09,Sportpark Voorland,Sportpark Voorland,Middenmeer,Oost,Amsterdam,269436.62,0,0,0,0,0,0,1.7089090836333816,798.1069692091842,35.84464704722997,40.37937102053117,59.62062897946884,31.37774661949344,47.8,38.2,35.6,46.1,26.8,7.1,11.5,2.0,2.659450524472077,14.66015881821066,7.378259901996704,11.889814518390018,22.1795191121694,0.865521834274365,0.8328692644884933,2.316873567391476,76.12,Unnamed,forest,2555.37,6587.31,2.44,6.0,0,0,0,0,0,0,2.017957948860025,798.3237135251859,28.357473339683114,45.04012705913303,54.95987294086698,31.47685936466533,52.4,43.1,41.1,44.8,26.4,5.5,10.5,2.0,2.741686529616471,14.933277792082762,7.2612879783275,12.49743166924375,22.8901063252576,0.9369840059876248,0.8894203135560079,2.4179227152989933,82.19,Unnamed,forest,1014.52,7018.78,2.6,11.0,0,0.2167443160017228,5.5,-1.3000000000000045,-0.4000000000000021,-1.5999999999999996,0.1600000000000001,6.069999999999993,0.0991127451718902,0,0.000271573015101581,0.1544943820224719,0.09911274517189028,0,0
MN04,BU03635607,BU0363MN04,Science Park Noord,Science Park-Noord,Middenmeer,Oost,Amsterdam,417887.62,2705,160,1260,970,255,65,1.3,278.0,4.0,14.0,86.0,1420.0,36.2,29.7,23.1,66.8,14.2,4.3,6.6,1.0,4.3,5.5,1.8,6.1,8.6,0.9,1.0,0.6,170.0,Unnamed,forest,7520.06,18069.55,4.32,6.0,2680,130,1295,915,270,70,1.3,330.0,3.0,14.0,86.0,1420.0,52.4,43.1,41.1,68.0,13.4,4.9,7.1,1.0,2.5,2.2,0.7,2.2,4.8,1.2,1.1,0.6,99.34,Unnamed,forest,10635.9,12601.65,3.02,3.0,-25,52.0,18.0,1.2000000000000028,-0.7999999999999989,0.6000000000000005,-1.3000000000000005,-70.66,0.0,1,0.18705035971223022,0.7792207792207791,0.0,1,0
MN05,BU03635608,BU0363MN05,Science Park Zuid,Science Park-Zuid,Middenmeer,Oost,Amsterdam,848691.84,280,5,160,100,10,10,1.1,116.0,1.0,0.0,100.0,112.9894166022756,18.0,17.3,15.7,97.3,0.4,47.5,56.2,3.0,0.9,0.0,0.0,0.0,1.8,2.1,1.6,1.2,207.58,Unnamed,forest,1246.8,38651.12,4.55,19.0,265,10,115,120,10,10,1.1,40.0,14.0,0.0,100.0,113.74925759131143,52.4,43.1,41.1,93.9,1.1,18.4,33.9,3.0,0.1,0.0,0.0,0.0,0.9,2.1,1.7,1.3,209.42,Unnamed,forest,632.36,71444.63,8.42,29.0,-15,-76.0,25.4,-3.3999999999999915,0.7000000000000001,-29.1,3.87,1.839999999999975,0.7598409890358369,1,-0.6551724137931034,1.617834394904459,0.7598409890358369,1,0
MP03,BU03635700,BU0363MP03,Betondorp,Betondorp,Betondorp,Oost,Amsterdam,457988.07,3225,410,280,870,890,775,1.7,345.0,5.0,16.0,84.0,921.4091146290516,28.2,24.0,24.9,64.6,6.9,16.3,31.1,1.0,0.0,4.7,2.3,3.0,1.9,1.3,1.7,1.9,134.71,Unnamed,forest,80.81,18933.74,4.13,10.0,3005,390,260,825,850,680,1.7,437.0,11.0,19.0,81.0,1222.4485009635025,34.5,29.6,34.44851677591118,63.0,8.0,12.1,29.4,1.0,0.0,3.6,1.2,0.7,3.2,1.4,1.7,2.1,120.37,Unnamed,garden,31.55,19456.38,4.25,15.0,-220,92.0,9.548516775911182,-1.5999999999999943,1.0999999999999996,-4.200000000000001,0.1200000000000001,-14.340000000000003,301.0393863344509,1,0.26666666666666666,0.3834745693137021,301.0393863344509,3,1
MP02,BU03635701,BU0363MP02,Nieuwe Oosterbegraafplaats,Nieuwe Oosterbegraafplaats,Betondorp,Oost,Amsterdam,394092.71,5,0,5,0,5,0,2.0,798.1038722497873,34.493399530461744,40.76570406448799,59.23429593551201,31.03892670079976,28.2,24.0,24.9,64.5,6.9,16.3,31.1,1.0,0.3380558423044504,0.9370076092121092,0.8010204225768252,2.2973203856419606,4.346845675975473,2.0464109460912567,2.1063253086495752,3.4120007616672408,118.35,Unnamed,forest,12978.95,30281.86,7.68,8.0,5,0,0,5,0,0,2.5,798.354039849678,28.475109374910065,44.1635383422346,55.83646165776538,31.106104271548205,34.6,29.6,29.463204418871285,62.9,8.1,12.1,29.3,1.0,1.238059224217706,5.769588213852191,1.1532735537418526,4.169021287668628,6.795526128407429,1.13506681521851,1.1089626878722545,1.8846402997330072,234.29,Unnamed,forest,14001.32,37174.58,9.43,8.0,0,0.2501675998906876,4.563204418871287,-1.6000000000000014,1.1999999999999993,-4.200000000000001,1.75,115.94,0.0671775707484449,0,0.0003134524321821498,0.18326122164141714,0.06717757074844499,0,0
MQ07,BU03635801,BU0363MQ07,Weespertrekvaart,Weespertrekvaart,Omval/Overamstel,Oost,Amsterdam,482633.2,890,45,145,580,105,20,1.4,307.76210967163286,60.0,4.0,96.0,530.0,53.8,48.5,35.5,44.7,19.5,4.3,6.4,2.0,1.0,0.0,1.0,0.4,0.4,2.1,3.2,2.8,181.02,Unnamed,forest,1640.87,8604.21,1.78,9.0,1405,100,455,685,130,30,1.4,656.0,5.0,23.0,77.0,889.3384939257105,64.5,56.8,45.7,38.1,27.9,4.0,4.5,1.0,0.0,0.0,0.0,1.0,2.5,2.0,3.1,2.8,181.56,Unnamed,forest,1486.76,10309.74,2.14,9.0,515,348.23789032836714,10.200000000000005,-6.600000000000001,8.399999999999999,-0.2999999999999998,0.3600000000000001,0.539999999999992,359.3384939257105,0,1.13151645178128,0.2873239436619719,359.3384939257105,2,0
MQ03,BU03635804,BU0363MQ03,Amstelglorie,Amstelglorie,Omval/Overamstel,Oost,Amsterdam,506274.5,70,10,5,15,25,15,2.3,755.0117160492698,22.88025334485683,65.36745471233053,34.63254528766947,40.0,50.5,45.0,36.3,49.0,21.2,5.7,7.8,2.0,0.0,0.3,0.1,0.2,0.4,1.9,1.9,2.8,45.62,Unnamed,forest,5356.58,89552.95,17.69,28.0,80,10,10,15,30,10,2.0,803.1519570866562,16.75753408922444,68.3039180881984,31.696081911801603,35.99927972265696,64.5,56.8,45.7,45.5,23.2,5.2,7.1,2.0,0.0,0.1,0.0,0.0,0.0,2.1,2.2,3.1,45.62,Unnamed,forest,5356.58,89312.94,17.64,33.0,10,48.14024103738643,9.400000000000006,-3.5,2.0,-0.5,-0.0500000000000007,0.0,-4.000720277343042,0,0.06376091922028525,0.2589531680440773,-4.000720277343042,0,0
MQ02,BU03635805,BU0363MQ02,Overamstel,Overamstel,Omval/Overamstel,Oost,Amsterdam,1193233.62,50,5,5,20,15,0,2.7,796.7837131781548,31.76520708343652,47.11643668162942,52.88356331837057,28.953608771858946,50.5,45.0,36.3,49.0,21.2,5.7,7.8,5.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,4.1,120.16,Unnamed,forest,1085.85,198480.44,16.63,36.0,45,5,0,15,25,0,2.6,798.9905503697893,26.018627666346323,43.74944430843127,56.250555691568735,30.36425880441009,64.5,56.8,45.7,45.5,23.2,5.2,7.1,5.0,0.0,0.0,0.0,0.0,0.0,3.5,3.6,4.5,64.0,Unnamed,forest,217.14,218897.41,18.34,68.0,-5,2.206837191634463,9.400000000000006,-3.5,2.0,-0.5,1.7100000000000009,-56.16,1.4106500325511426,0,0.0027696816025919837,0.2589531680440773,1.4106500325511426,0,0
MQ05,BU03635806,BU0363MQ05,Amstelkwartier Noord,Amstelkwartier-Noord,Omval/Overamstel,Oost,Amsterdam,368218.33,2435,220,425,1490,250,50,1.5,372.0,6.0,18.0,82.0,1730.0,50.8,44.8,36.5,50.1,20.7,5.2,7.2,1.0,0.0,1.0,0.0,2.9,4.1,0.2,1.7,1.5,205.83,Park Somerlust,park,7767.99,8330.53,2.26,2.0,2865,315,335,1680,430,110,1.6,529.0,7.0,28.0,72.0,1880.0,64.5,58.7,45.7,44.8,22.9,5.0,7.7,1.0,0.0,1.2,0.0,1.8,2.6,0.3,2.2,2.7,65.37,Bella Vistapark,park,22414.39,31453.27,8.54,4.0,430,157.0,9.200000000000005,-5.300000000000004,2.1999999999999997,-0.2000000000000001,6.279999999999999,-140.46,150.0,0,0.4220430107526882,0.252054794520548,150.0,2,0
MQ01,BU03635807,BU0363MQ01,De Omval,De Omval,Omval/Overamstel,Oost,Amsterdam,147910.67,725,65,40,320,175,135,1.7,571.0,11.0,45.0,55.0,520.0,69.9,60.7,56.3,19.7,42.5,3.0,3.0,1.0,0.6,5.0,2.0,8.6,13.3,1.1,0.5,0.9,56.48,Unnamed,forest,334.97,1121.69,0.76,3.0,730,50,40,350,160,135,1.7,707.0,8.0,45.0,55.0,458.5220258800799,64.5,56.8,45.7,20.2,38.8,2.5,2.3,1.0,0.9,2.3,0.3,6.3,4.7,1.2,0.9,0.9,57.3,Unnamed,forest,161.73,2472.59,1.67,8.0,5,136.0,-10.599999999999994,0.5,-3.700000000000003,-0.5,0.91,0.8200000000000003,-61.47797411992008,0,0.2381786339754816,-0.18827708703374768,-61.47797411992008,0,0
MQ06,BU03635808,BU0363MQ06,Amstelkwartier Zuid,Amstelkwartier-Zuid,Omval/Overamstel,Oost,Amsterdam,243441.47,30,0,5,5,5,10,1.5,797.8393412710952,31.47731637759332,31.73122832751681,68.2687716724832,29.08146256423964,50.5,45.0,36.3,49.0,21.2,5.7,7.8,2.0,0.0,0.8,0.0,3.0,1.6,1.0,2.4,2.1,260.86,Unnamed,forest,142.43,2946.29,1.21,1.0,60,5,5,30,5,10,1.3,802.1580262548075,30.386740712163377,61.09607995700537,38.90392004299464,32.97179035831371,64.5,56.8,45.7,45.5,23.2,5.2,7.1,2.0,0.0,0.5,0.0,2.9,2.1,1.0,2.4,2.1,328.11,Unnamed,forest,2604.83,2604.83,1.07,1.0,30,4.318684983712274,9.400000000000006,-3.5,2.0,-0.5,-0.1399999999999999,67.25,3.890327794074072,0,0.005412975721192021,0.2589531680440773,3.8903277940740715,0,0
MQ04,BU03635809,BU0363MQ04,Amstelkwartier West,Amstelkwartier-West,Omval/Overamstel,Oost,Amsterdam,255502.2,875,10,285,550,25,15,1.2,220.0,5.0,0.0,100.0,590.0,32.2,30.4,22.9,70.2,9.4,12.0,15.7,3.0,0.8,2.9,0.8,2.1,2.8,1.4,1.4,2.3,195.55,Unnamed,forest,5550.57,38322.31,15.0,8.0,750,15,215,485,20,15,1.1,261.0,14.0,0.0,100.0,417.1184423466974,64.5,56.8,45.7,68.0,11.5,9.3,12.4,3.0,0.3,2.4,0.2,2.2,1.8,1.2,1.4,2.3,196.18,Unnamed,forest,5626.08,36654.34,14.35,12.0,-125,41.0,22.800000000000004,-2.200000000000003,2.1,-2.6999999999999997,-0.6500000000000004,0.6299999999999955,-172.8815576533026,1,0.18636363636363637,0.995633187772926,-172.8815576533026,1,0
KN01,BU03635900,BU0363KN01,Prinses Irenebuurt,Prinses Irenebuurt,Prinses Irenebuurt e.o.,Zuid,Amsterdam,266446.5,1345,255,135,315,325,310,2.0,930.0,12.0,74.0,25.0,720.0,80.9,60.0,74.0,22.6,41.4,3.6,5.0,1.0,2.6,19.2,2.3,17.0,19.7,0.7,0.3,0.9,115.1,Unnamed,forest,398.51,5350.51,2.01,7.0,1365,225,155,320,350,315,2.0,1064.0,10.0,75.0,24.0,700.0,96.9778320042642,71.02501530665268,79.01579052278981,20.4,43.5,3.2,4.5,1.0,2.1,14.3,1.3,9.4,19.5,0.9,0.4,0.9,66.46,Unnamed,forest,1809.99,14572.6,5.47,21.0,20,134.0,5.015790522789814,-2.200000000000003,2.1000000000000014,-0.3999999999999999,3.46,-48.64,-20.0,0,0.14408602150537633,0.06778095301067316,-20.0,0,0
